x y
9631.869137742073 -16287.76891245523
9598.694513722594 -16393.50306021036
9605.651683200713 -16481.596650525527
9681.147719830198 -16515.551838313924
9832.69159001367 -16432.072524710737
10059.704518537092 -16186.674857852506
10371.575209820243 -15769.258716186381
10736.844511476622 -15220.934615952381
11128.336773296582 -14531.75352339929
11526.272926548996 -13720.15825590204
11894.34897585424 -12809.53387125786
12185.052756387815 -11718.16781744629
12309.23422872303 -10517.99706030506
12310.527703583672 -9520.349596371781
12182.753047050384 -8815.661356193432
11947.631914572816 -8373.592945866885
11610.624705330261 -8192.0
11193.571099070852 -8418.662396954993
10724.168902230605 -9017.261453113857
10243.334686242431 -10111.904971801918
9774.324997526894 -11584.924715327626
9371.829085075033 -13235.881972422483
9114.029489975055 -14878.048181411272
9085.0 -16282.784132753579
9275.897048801222 -17295.699271917365
9692.074068685508 -18001.423239163447
10232.657909329313 -18178.41092305857
10807.479941092337 -17930.246552621316
11379.204150884561 -17431.13155340652
11884.732674928286 -16735.66514219426
12239.179248619535 -15907.171208182606
12435.830951347894 -15021.870924095654
12507.933515792407 -14265.377441604034
12505.50088207895 -13801.39891531374
12413.567665009108 -13603.28245590363
12250.295664955293 -13825.711466629284
12116.427443081853 -14331.5547014986
12006.273391706623 -15043.886015268974
11984.44020351275 -15780.982761259022
12066.263412993534 -16418.27450855316
12237.269991021842 -16897.634504995585
12506.944708306903 -17083.02473899896
12835.008516324488 -17058.80271286414
13204.319137259832 -16750.69187830486
13541.409560385771 -16221.80540909852
13819.742616885858 -15511.39851805897
14056.382685923814 -14655.244319937265
14273.820998884436 -13802.519973107384
14494.249783549545 -13160.145451777067
14748.830243035638 -12715.675031099574
15035.13218340804 -12705.577152606758
15313.224268186137 -13250.610612937966
15566.06377124287 -14246.167308808333
15810.003309850414 -15672.435164553766
15985.600723760377 -17113.75995035897
16150.037456776718 -18495.309358494822
16250.987660542229 -19727.756002294096
16211.380466099508 -20743.91296151321
16076.2764091391 -21463.336689442935
15932.122515604455 -21780.925184590153
15789.242970807514 -21925.0
15694.532065596775 -21910.11835917907
15660.133363174325 -21543.97446153991
15745.844098735986 -20865.804857636904
15903.491711622519 -20007.83189199531
16101.907156571344 -18854.864515202386
16393.40190467186 -17510.623381549063
16781.244823814333 -16243.664732738642
17202.121911961643 -15303.2753664492
17584.92102415149 -14794.945687727035
17941.406250850723 -14543.93149771149
18267.95408489644 -14537.189000917384
18515.0683856413 -14803.148723548085
18711.8151961746 -15257.461408319195
18869.64709949397 -15818.163280486497
18985.589743861867 -16437.895787169677
19086.704197020237 -16944.021742047866
19254.320920271286 -17209.337352281542
19550.141483283493 -17278.575609953776
19888.12752305904 -17145.229185406617
20265.4576097089 -16815.865569529233
20676.426581961197 -16400.45807631763
21116.108265054463 -15951.534307860551
21588.117452655973 -15532.46179622097
22089.456266589943 -15200.910795421118
22559.412990292876 -15145.403040160563
22985.694188437632 -15245.500892774464
23345.6926965799 -15466.9729432563
23645.68397428136 -15764.299428507844
23899.039751954908 -16062.26653170499
24118.535756911493 -16314.283766223023
24322.7125651791 -16499.095814905435
24537.95202751435 -16633.792278258938
24726.38049943259 -16679.321958043627
24726.022374761684 -16679.107002058932
24894.08958573745 -16774.3268838233
24956.872500215155 -16652.056028609717
24972.0 -16495.32506571082
20752.0 -13010.0
20505.078949301234 -13010.029999680179
20167.204987085086 -13064.958423780274
19835.031504236 -13114.360901063035
19561.0 -13168.06483550073
19561.093582378817 -13216.559833488183
19725.99517579913 -13277.897672472958
19970.846857268 -13372.0
