x y
9219.816740394528 -18573.659065780674
9101.20022720786 -18384.507876259966
8973.841990152616 -18098.942203800725
8856.360190261608 -17731.895462067412
8764.155197257407 -17318.163418892098
8702.488450359748 -16865.494031565086
8688.0 -16388.770714131013
8745.008219493562 -15943.902783895239
8866.21472430543 -15579.47410493073
9003.032902611178 -15379.773816144723
9161.12774067083 -15251.317480869817
9314.16927151872 -15179.0
9444.526508058412 -15249.030834359615
9532.301445346955 -15428.169896020261
9562.693109607679 -15776.806630249575
9545.229223571308 -16257.701187259237
9491.755911877297 -16807.611422242677
9424.088420640113 -17358.10671717306
9376.807782370503 -17846.562963674543
9368.213463210875 -18236.320355325704
9403.301327045921 -18511.449883622554
9501.310063475656 -18578.194529840686
9609.853864199767 -18556.917124114334
9746.460813539943 -18389.298035101285
9877.9126749797 -18074.426364035924
10020.113148657316 -17650.011581149058
10141.138885400585 -17262.839784711327
10191.7739925464 -17051.447021473447
10191.702104231099 -17051.40277586056
10235.353048349114 -17067.115992486437
10234.382294272471 -17181.297509006094
10224.052818590935 -17428.077103300984
10240.088700470253 -17655.11661088247
10259.679276267118 -17873.409550154316
10318.416518211978 -18024.85019342415
10368.258160882879 -18099.686724521067
10454.102234874812 -18090.53471683474
10563.47181615314 -17986.667413539195
10670.928390264788 -17823.72106215809
10752.874711219538 -17571.427830933393
10801.617756805628 -17255.47299402839
10818.89309497653 -16917.538297245075
10805.574381959503 -16655.22942759291
10757.616946245718 -16425.379804278324
10661.659809575543 -16254.985171350729
10556.781864097324 -16211.285150491913
10440.383610376415 -16304.836267167466
10337.777590001204 -16472.09839379293
10269.095822708354 -16737.732850954642
10236.719001145562 -17129.19123715029
10230.296853635818 -17577.4608864314
10265.150792444043 -18020.569617330515
10328.59039795613 -18455.829103799213
10414.676543319876 -18879.385511409757
10515.256225833631 -19286.128679599446
10609.482956146332 -19668.0884259293
10686.739705315247 -19997.695288236122
10742.953824485112 -20244.420769938726
10773.61228341443 -20381.80111297176
10781.470476698183 -20454.954275065284
10753.658450948365 -20479.0
10706.86057899678 -20426.483573389985
10659.3822740421 -20245.94153112161
10615.859546960948 -19968.993179928162
10600.522799519507 -19613.656247371582
