x y
9116.784 -17268.48
7494.4336 -15848.892
6923.7573 -15084.36
6796.0527 -15014.172
6822.3516 -15301.232
6890.386 -15701.556
6953.224 -16097.731
6997.2817 -16455.645
7024.4766 -16776.104
7040.786 -17065.504
7051.19 -17323.273
7058.8022 -17541.377
7065.589 -17709.924
7073.1074 -17822.598
7082.8745 -17879.246
7096.444 -17886.041
7115.313 -17854.451
7140.7324 -17799.98
7173.491 -17740.604
7213.7305 -17694.178
7260.8237 -17674.596
7313.3687 -17688.22
7369.397 -17733.066
7426.865 -17801.643
7484.2314 -17885.252
7540.782 -17976.957
7596.555 -18072.14
7652.0215 -18167.705
7707.7144 -18261.18
7763.968 -18350.322
7820.7773 -18433.139
7877.8174 -18508.057
7934.547 -18574.02
7990.378 -18630.49
8044.8457 -18677.414
8097.759 -18715.174
8149.3 -18744.521
8200.123 -18766.49
8251.42 -18782.266
8304.924 -18792.99
8362.758 -18799.576
8426.99 -18802.58
8498.903 -18802.186
8578.352 -18798.31
8663.798 -18790.672
8753.074 -18778.736
8843.99 -18761.775
8934.263 -18739.154
9021.385 -18710.717
9103.044 -18677.021
9177.786 -18639.408
9245.359 -18600.06
9306.648 -18562.244
9363.373 -18530.678
9417.756 -18511.713
9472.258 -18512.623
9529.316 -18538.973
9590.994 -18590.37
9658.506 -18657.625
9731.831 -18725.592
9809.803 -18780.412
9890.689 -18814.775
9972.834 -18827.818
10054.973 -18822.24
10136.245 -18801.744
10216.107 -18769.828
10294.254 -18729.451
10370.578 -18683.1
10445.135 -18632.967
10518.116 -18581.08
10589.809 -18529.406
10660.559 -18479.85
10730.738 -18434.24
10800.705 -18394.266
10870.799 -18361.428
10941.342 -18337.01
11012.644 -18322.025
11085.007 -18317.102
11158.674 -18322.232
11233.738 -18336.453
11310.031 -18357.564
11387.058 -18382.281
11464.057 -18406.912
11540.215 -18428.404
11614.924 -18445.13
11687.963 -18456.988
11759.494 -18464.938
11829.947 -18470.334
11899.847 -18474.475
11969.695 -18478.365
12039.898 -18482.693
12110.748 -18487.887
12182.426 -18494.162
12255.016 -18501.615
12328.532 -18510.244
12402.9375 -18520.01
12478.154 -18530.836
12554.08 -18542.63
12630.6045 -18555.3
12707.607 -18568.752
12784.977 -18582.893
12862.601 -18597.637
12940.381 -18612.908
13018.228 -18628.633
13096.062 -18644.744
13173.8125 -18661.174
13251.416 -18677.865
13328.816 -18694.752
13405.959 -18711.77
13482.789 -18728.85
13559.248 -18745.92
13635.279 -18762.896
13710.814 -18779.701
13785.78 -18796.24
13860.099 -18812.42
13933.684 -18828.143
14006.443 -18843.314
14078.28 -18857.838
14149.093 -18871.62
14218.778 -18884.572
14287.235 -18896.615
14354.361 -18907.674
14420.058 -18917.695
14484.237 -18926.623
14546.81 -18934.428
14607.7 -18941.084
14666.841 -18946.58
14724.175 -18950.924
14779.653 -18954.135
14833.237 -18956.236
14884.904 -18957.275
14934.634 -18957.3
14982.421 -18956.377
15028.266 -18954.568
15072.179 -18951.955
15114.181 -18948.615
15154.294 -18944.63
15192.553 -18940.084
15228.992 -18935.057
15263.656 -18929.63
15296.592 -18923.877
15327.849 -18917.867
15357.48 -18911.662
15385.544 -18905.314
15412.094 -18898.87
15437.193 -18892.361
15460.902 -18885.822
15483.278 -18879.266
15504.384 -18872.705
15524.278 -18866.145
15799.22 -13373.792
15874.258 -14164.39
16373.172 -14464.341
16870.586 -14484.226
17226.328 -14408.264
17455.137 -14300.677
17603.783 -14186.962
17710.508 -14087.509
17795.977 -14013.089
17868.188 -13962.822
17929.691 -13927.532
17981.555 -13893.788
18024.6 -13848.169
18060.047 -13782.069
18090.352 -13696.256
18119.094 -13602.139
18148.975 -13516.986
18179.871 -13455.659
18209.363 -13425.682
18234.707 -13427.95
18254.113 -13459.657
18266.91 -13516.224
18273.25 -13592.02
18273.738 -13680.888
18269.184 -13776.966
18260.412 -13875.526
18248.191 -13973.413
18233.25 -14068.946
18216.357 -14161.511
18198.402 -14251.1045
18180.383 -14338.052
18163.344 -14422.833
18148.291 -14505.9795
18136.176 -14587.849
18127.852 -14668.421
18123.945 -14747.247
18124.6 -14823.733
18129.19 -14897.603
18136.334 -14969.123
18144.326 -15038.917
18151.871 -15107.4795
18158.871 -15174.835
18167.09 -15240.456
18180.357 -15303.459
18203.506 -15362.981
18238.652 -15418.875
18280.541 -15472.589
18317.916 -15527.761
18342.402 -15590.081
18353.646 -15665.374
18355.781 -15754.639
18352.629 -15849.565
18346.102 -15935.413
18336.916 -15999.53
18325.84 -16036.638
18314.525 -16048.116
18305.828 -16039.195
18303.777 -16016.804
18312.938 -15987.876
18336.924 -15957.57
18376.7 -15927.991
18429.928 -15898.538
18491.867 -15867.427
18557.057 -15833.038
18620.79 -15794.445
18679.9 -15751.397
18732.902 -15704.12
18779.691 -15653.177
18821.035 -15599.431
18858.031 -15544.06
18891.676 -15488.548
18922.652 -15434.575
18951.312 -15383.861
18977.781 -15337.986
19002.082 -15298.253
19024.25 -15265.599
19044.414 -15240.554
19062.809 -15223.238
19079.79 -15213.386
19095.8 -15210.396
19111.357 -15213.398
19127.004 -15221.336
19143.281 -15233.038
19160.688 -15247.292
19179.648 -15262.909
19200.504 -15278.749
19223.473 -15293.747
19248.645 -15306.9
19275.979 -15317.264
19305.273 -15323.929
19336.19 -15326.015
19368.23 -15322.7
19400.77 -15313.275
19433.078 -15297.237
19464.373 -15274.3955
19493.887 -15244.948
19520.959 -15209.507
19545.105 -15169.026
19566.09 -15124.698
19583.922 -15077.835
19598.812 -15029.835
19611.094 -14982.2295
19621.098 -14936.778
19629.086 -14895.544
19635.232 -14860.845
19639.656 -14835.101
19642.516 -14820.579
19644.059 -14819.134
19644.62 -14832.031
19644.545 -14859.856
19644.07 -14902.454
19643.227 -14958.911
19641.732 -15027.552
19639.008 -15105.976
19634.191 -15191.151
19626.238 -15279.587
19614.035 -15367.527
19596.525 -15451.169
19572.79 -15526.841
19542.105 -15591.108
19503.945 -15640.86
19457.914 -15673.343
19403.672 -15686.222
19340.805 -15677.658
19268.71 -15646.416
19186.504 -15591.933
19093.004 -15514.261
18986.717 -15413.886
18865.885 -15291.405
18728.434 -15147.187
18571.863 -14980.974
18393.016 -14791.459
18187.744 -14575.723
17950.51 -14328.636
17674.078 -14042.484
17349.848 -13707.413
16969.777 -13313.526
16530.793 -12855.187
16040.283 -12335.876
15517.649 -11769.125
14988.0 -11172.792
14473.196 -10562.149
13988.72 -9949.903
13546.46 -9351.986
13157.259 -8790.176
12830.031 -8286.977
12569.3125 -7857.722
12374.538 -7507.5347
12241.836 -7234.396
12166.619 -7033.732
12228.545 -6292.279
14930.994 -7498.2915
16170.345 -8009.156
16572.572 -8128.3804
16623.818 -8076.8984
16527.588 -7958.8394
16366.342 -7830.2886
16170.492 -7719.782
15940.878 -7630.4346
15660.733 -7546.8105
15307.16 -7443.972
14857.506 -7293.2046
14279.518 -7063.2837
13511.51 -6715.6206
12458.935 -6198.0137
11024.961 -5455.8677
