x y
14411.568 -13093.998
12967.535 -13089.843
11826.8955 -12806.03
11219.388 -12536.488
10944.531 -12414.822
10836.485 -12432.493
10808.313 -12534.218
10816.465 -12672.794
10840.324 -12822.722
10870.925 -12971.585
10904.326 -13111.171
10938.501 -13234.546
10972.475 -13336.42
11006.343 -13413.869
11041.158 -13466.407
11078.385 -13495.228
11119.229 -13501.821
11164.206 -13486.789
11213.034 -13449.95
11264.666 -13392.319
11317.352 -13319.041
11368.903 -13240.374
11417.4795 -13168.187
11462.548 -13110.255
11505.141 -13067.73
11547.173 -13037.155
11590.526 -13013.82
11636.528 -12993.862
11685.938 -12974.847
11739.25 -12955.5205
11797.049 -12935.332
11860.158 -12914.011
11929.305 -12891.365
12004.279 -12867.395
12083.285 -12842.628
12163.572 -12818.3955
12243.186 -12796.565
12321.947 -12778.681
12400.773 -12765.053
12480.381 -12754.497
12560.543 -12744.804
12640.067 -12733.554
12717.277 -12718.801
12790.65 -12699.385
12859.321 -12674.947
12923.249 -12645.81
12983.094 -12612.8545
13039.95 -12577.524
13095.094 -12541.952
13149.822 -12509.206
13205.395 -12483.411
13263.022 -12469.192
13323.771 -12469.804
13388.278 -12484.333
13456.365 -12506.632
13526.891 -12528.276
13598.161 -12543.05
13668.582 -12548.546
13736.98 -12544.697
13802.536 -12532.022
13864.734 -12511.166
13923.525 -12483.308
13979.494 -12450.452
14033.802 -12415.116
14087.844 -12379.711
14142.856 -12345.996
14199.668 -12314.884
14258.661 -12286.517
14319.881 -12260.5205
14383.191 -12236.273
14448.387 -12213.088
14515.244 -12190.325
14583.531 -12167.424
14653.012 -12143.92
14723.414 -12119.442
14794.447 -12093.712
14865.789 -12066.532
14937.106 -12037.802
15008.061 -12007.505
15078.332 -11975.708
15147.631 -11942.554
15215.721 -11908.244
15282.427 -11873.028
15347.639 -11837.179
15411.33 -11800.978
15473.549 -11764.698
15534.424 -11728.604
15594.155 -11692.937
15653.016 -11657.922
15711.335 -11623.765
15769.496 -11590.655
15827.925 -11558.765
15887.069 -11528.249
15947.393 -11499.242
16009.348 -11471.851
16073.372 -11446.149
16139.855 -11422.171
16209.125 -11399.907
16281.432 -11379.296
16356.917 -11360.224
16435.613 -11342.522
16517.414 -11325.979
16602.09 -11310.337
16689.27 -11295.316
16778.463 -11280.622
16869.078 -11265.963
16960.436 -11251.071
17051.812 -11235.718
17142.46 -11219.728
17231.637 -11202.985
17318.637 -11185.444
17402.81 -11167.122
17483.588 -11148.099
17560.479 -11128.499
17633.09 -11108.483
17701.129 -11088.238
17764.393 -11067.948
17822.783 -11047.801
17876.283 -11027.964
17924.957 -11008.587
17968.941 -10989.792
18008.426 -10971.675
18043.648 -10954.308
18074.879 -10937.731
18102.406 -10921.972
18126.535 -10907.033
18147.57 -10892.903
18165.81 -10879.557
18181.545 -10866.964
18195.043 -10855.085
18206.557 -10843.877
18216.32 -10833.296
18224.543 -10823.298
18231.41 -10813.839
18237.092 -10804.875
18241.732 -10796.368
18245.46 -10788.279
18248.387 -10780.573
18250.605 -10773.215
18252.197 -10766.176
18253.234 -10759.427
18253.77 -10752.938
18253.855 -10746.69
18253.535 -10740.659
18252.838 -10734.821
18251.799 -10729.161
18250.438 -10723.657
18248.777 -10718.296
18246.832 -10713.061
18244.621 -10707.9375
11336.725 -13393.365
13167.535 -15813.051
14338.619 -16757.248
14838.855 -17033.365
14974.393 -17062.068
14923.173 -16980.96
14786.336 -16853.025
14634.303 -16736.178
14512.531 -16676.053
14436.1 -16686.049
14399.314 -16752.354
14391.973 -16850.355
14407.553 -16955.818
14442.268 -17049.604
14490.186 -17117.965
14539.783 -17150.543
14575.785 -17139.568
14587.265 -17083.697
14575.176 -16993.928
14547.65 -16891.19
14508.067 -16794.574
14453.985 -16714.328
14384.732 -16653.08
14305.542 -16608.537
14226.263 -16576.035
14158.142 -16550.988
14111.1875 -16530.162
14092.8 -16511.615
14107.196 -16494.248
14155.231 -16477.49
14234.375 -16461.244
14339.016 -16445.91
14461.228 -16432.287
14592.0205 -16421.232
14722.813 -16413.18
14846.79 -16407.717
14959.792 -16403.553
15060.768 -16398.914
15151.823 -16392.209
15237.991 -16382.58
15326.35 -16370.076
15423.516 -16355.372
15531.011 -16339.361
15642.036 -16322.893
15746.003 -16306.426
15838.063 -16289.264
15921.722 -16269.035
16003.309 -16242.474
16086.977 -16206.955
16173.738 -16161.306
16262.557 -16105.756
16351.758 -16041.994
16440.314 -15973.955
16528.484 -15908.461
16617.068 -15853.74
16705.525 -15815.71
16790.916 -15795.865
16868.94 -15792.77
16935.717 -15804.435
16988.832 -15829.131
17027.457 -15865.098
17052.04 -15910.156
17063.828 -15961.615
17064.34 -16016.439
17054.748 -16071.617
17035.438 -16124.481
17005.879 -16172.857
16965.152 -16214.861
16913.158 -16248.406
16852.07 -16270.858
16786.828 -16279.456
16723.932 -16272.498
16669.305 -16250.347
16626.967 -16215.386
16598.967 -16171.216
16586.006 -16121.766
16587.99 -16070.693
16604.252 -16021.048
16633.588 -15974.986
16674.225 -15933.617
16723.809 -15897.002
16779.4 -15864.486
16837.512 -15835.269
16894.22 -15809.04
16945.492 -15786.337
16987.666 -15768.442
17017.953 -15756.911
17034.611 -15753.018
17036.766 -15757.342
17024.0 -15769.571
16995.904 -15788.457
16951.855 -15812.019
16891.004 -15837.954
16812.559 -15864.221
16716.434 -15889.631
16604.324 -15914.252
16481.025 -15939.387
16355.3955 -15966.807
16239.699 -15997.096
16146.477 -16027.795
16083.918 -16052.95
16052.568 -16065.543
16045.76 -16061.811
16053.059 -16044.445
16064.347 -16022.041
16072.832 -16004.721
16076.112 -15999.029
16074.599 -16005.194
16068.238 -16016.636
16053.518 -16020.355
16022.516 -15998.26
15963.977 -15929.432
15864.962 -15792.954
15711.994 -15571.242
15490.819 -15251.354
15183.499 -14818.348
14762.167 -14242.017
14178.851 -13466.885
13350.066 -12409.042
