x y
9777.988 -17328.928
8286.572 -17159.508
7621.2 -17026.176
7388.222 -17019.562
7302.425 -17081.295
7261.19 -17157.564
7235.6914 -17225.443
7221.2695 -17282.521
7217.2544 -17332.604
7221.4336 -17378.322
7231.009 -17419.29
7244.811 -17452.344
7264.4463 -17472.805
7293.75 -17477.01
7337.007 -17465.18
7396.931 -17442.49
7473.3105 -17417.072
7562.6787 -17396.027
7659.0107 -17382.377
7755.2363 -17375.223
7845.047 -17372.191
7924.242 -17371.637
7991.2017 -17373.277
8046.536 -17377.734
8092.2983 -17385.809
8131.115 -17397.988
8165.49 -17414.264
8197.408 -17434.162
8228.206 -17456.865
8258.639 -17481.367
8289.035 -17506.63
8319.457 -17531.72
8349.842 -17555.879
8380.107 -17578.566
8410.217 -17599.459
8440.251 -17618.432
8470.468 -17635.52
8501.381 -17650.89
8533.856 -17664.791
8569.188 -17677.494
8609.123 -17689.242
8655.723 -17700.191
8710.934 -17710.37
8775.859 -17719.656
8849.977 -17727.791
8930.886 -17734.348
9014.952 -17738.748
9098.478 -17740.377
9178.553 -17738.77
9253.333 -17733.818
9322.0205 -17725.861
9384.781 -17715.684
9442.568 -17704.504
9496.87 -17694.004
9549.432 -17686.338
9602.0 -17684.0
9656.105 -17689.307
9712.838 -17703.314
9772.64 -17724.625
9835.168 -17749.137
9899.426 -17771.518
9964.2 -17787.488
10028.549 -17795.113
10092.037 -17794.572
10154.642 -17787.242
10216.542 -17774.885
10277.988 -17759.242
10339.268 -17741.885
10400.731 -17724.213
10462.822 -17707.45
10526.037 -17692.562
10590.801 -17680.082
10657.244 -17669.885
10725.02 -17661.145
10793.279 -17652.668
10860.954 -17643.484
10927.175 -17633.3
10991.568 -17622.492
11054.264 -17611.72
11115.703 -17601.588
11176.436 -17592.477
11236.977 -17584.555
11297.77 -17577.836
11359.168 -17572.258
11421.445 -17567.725
11484.816 -17564.145
11549.434 -17561.428
11615.398 -17559.504
11682.77 -17558.31
11751.568 -17557.793
11821.78 -17557.908
11893.362 -17558.607
11966.25 -17559.852
12040.365 -17561.596
12115.616 -17563.797
12191.906 -17566.414
12269.143 -17569.402
12347.232 -17572.719
12426.1 -17576.32
12505.666 -17580.168
12585.877 -17584.223
12666.686 -17588.441
12748.053 -17592.79
12829.958 -17597.223
12912.377 -17601.705
12995.298 -17606.19
13078.703 -17610.63
13162.572 -17614.979
13246.877 -17619.18
13331.583 -17623.176
13416.637 -17626.9
13501.976 -17630.291
13587.518 -17633.281
13673.169 -17635.8
13758.822 -17637.781
13844.357 -17639.158
13929.647 -17639.875
14014.552 -17639.875
14098.935 -17639.113
14182.656 -17637.55
14265.575 -17635.164
14347.559 -17631.932
14428.478 -17627.852
14508.208 -17622.928
14586.637 -17617.174
14663.662 -17610.617
14739.185 -17603.293
14813.121 -17595.248
14885.392 -17586.535
14955.929 -17577.219
15024.672 -17567.363
15091.566 -17557.047
15156.566 -17546.352
15219.638 -17535.365
15280.74 -17524.172
15339.854 -17512.867
15396.954 -17501.547
15452.026 -17490.297
15505.063 -17479.215
15556.06 -17468.387
15605.015 -17457.896
15651.9375 -17447.82
15696.838 -17438.229
15739.73 -17429.182
15780.639 -17420.727
15819.588 -17412.904
15856.607 -17405.738
15891.734 -17399.244
15925.009 -17393.42
15956.469 -17388.26
17099.223 -12597.939
20506.805 -15107.412
22437.762 -16179.772
23218.357 -16547.162
23456.229 -16622.957
23431.656 -16542.395
23276.504 -16365.297
23082.805 -16151.772
22917.932 -15963.349
22811.29 -15837.147
22759.838 -15776.532
22749.809 -15762.954
22769.732 -15771.4
22809.424 -15780.198
22855.691 -15774.071
22893.174 -15742.827
22911.135 -15680.956
22912.62 -15591.821
22916.5 -15491.231
22943.826 -15400.553
23001.084 -15334.097
23079.543 -15294.7295
23166.299 -15277.613
23252.732 -15274.581
23335.596 -15277.087
23413.857 -15278.311
23485.621 -15274.308
23547.201 -15263.962
23594.293 -15248.142
23623.998 -15228.675
23636.787 -15207.532
23637.71 -15186.282
23636.44 -15165.731
23645.305 -15145.712
23674.297 -15125.259
23724.576 -15103.549
23787.715 -15081.497
23854.707 -15062.57
23924.047 -15050.632
23999.025 -15045.483
24080.82 -15041.113
24165.95 -15029.304
24248.174 -15004.679
24321.83 -14967.321
24384.441 -14923.286
24437.352 -14883.346
24483.24 -14858.415
24522.514 -14853.914
24552.879 -14868.901
24571.936 -14899.313
24579.16 -14940.315
24575.742 -14986.854
24563.344 -15033.94
24542.701 -15077.219
24512.922 -15113.56
24471.822 -15141.218
24417.674 -15159.38
24351.607 -15167.493
24278.906 -15165.183
24207.639 -15153.077
24145.559 -15133.677
24097.678 -15111.109
24065.729 -15089.855
24048.744 -15073.31
24043.818 -15062.925
24046.691 -15058.152
24052.367 -15057.062
24055.82 -15057.488
24052.637 -15058.297
24039.3 -15060.261
24013.047 -15065.985
23971.582 -15078.712
23912.898 -15100.768
23835.5 -15132.636
23738.95 -15173.122
23624.637 -15220.12
23496.225 -15271.126
23359.592 -15322.964
23222.16 -15370.871
23091.947 -15407.864
22976.525 -15425.442
22881.72 -15416.06
22809.617 -15376.831
22756.223 -15312.718
22710.812 -15236.097
22658.07 -15160.273
22581.213 -15090.243
22463.92 -15018.599
22290.998 -14929.39
22048.121 -14804.093
21720.203 -14624.015
