x y
5560.000000 -11444.000000
5560.000000 -11444.000000
5412.000000 -11565.000000
5163.000000 -11685.000000
4816.000000 -12047.000000
4319.000000 -12529.000000
3823.000000 -13010.000000
3277.000000 -13613.000000
2731.000000 -14215.000000
2383.000000 -14576.000000
2184.000000 -14938.000000
2234.000000 -15058.000000
2532.000000 -15179.000000
3128.000000 -14938.000000
3922.000000 -14697.000000
4865.000000 -14456.000000
5809.000000 -14095.000000
6653.000000 -13974.000000
7397.000000 -13854.000000
7795.000000 -14095.000000
7944.000000 -14576.000000
7745.000000 -15299.000000
7248.000000 -16263.000000
6553.000000 -17106.000000
5759.000000 -18191.000000
4865.000000 -19395.000000
4071.000000 -20359.000000
3376.000000 -21082.000000
2979.000000 -21564.000000
2979.000000 -21564.000000
2929.000000 -21684.000000
3326.000000 -21323.000000
4021.000000 -20720.000000
5114.000000 -19757.000000
6454.000000 -18552.000000
7894.000000 -17347.000000
9433.000000 -16263.000000
10674.000000 -15420.000000
11568.000000 -14817.000000
12362.000000 -14456.000000
12908.000000 -14336.000000
13256.000000 -14336.000000
13355.000000 -14576.000000
13256.000000 -14817.000000
13008.000000 -15179.000000
12809.000000 -15661.000000
12660.000000 -16022.000000
12710.000000 -16263.000000
13008.000000 -16263.000000
13653.000000 -15902.000000
14696.000000 -15540.000000
16036.000000 -14697.000000
17575.000000 -13974.000000
19164.000000 -13131.000000
20603.000000 -12408.000000
21994.000000 -11806.000000
23086.000000 -11324.000000
23979.000000 -11083.000000
24575.000000 -11083.000000
24923.000000 -11203.000000
25171.000000 -11324.000000
25270.000000 -11685.000000
25270.000000 -11926.000000
25320.000000 -12288.000000
25320.000000 -12529.000000
25370.000000 -12769.000000
25568.000000 -13010.000000
25866.000000 -13251.000000
26114.000000 -13251.000000
26412.000000 -13372.000000
26859.000000 -13372.000000
27256.000000 -13372.000000
27604.000000 -13492.000000
27902.000000 -13613.000000
28299.000000 -13733.000000
28547.000000 -13974.000000
28696.000000 -14215.000000
28746.000000 -14697.000000
28795.000000 -15179.000000
28597.000000 -15781.000000
28299.000000 -16384.000000
27852.000000 -17106.000000
27207.000000 -17829.000000
26462.000000 -18672.000000
25667.000000 -19395.000000
24923.000000 -19877.000000
24476.000000 -20118.000000
24277.000000 -19998.000000
24377.000000 -19395.000000
24972.000000 -18191.000000
26114.000000 -16624.000000
27604.000000 -15058.000000
29292.000000 -13492.000000
