x y
24377.000000 -16143.000000
24377.000000 -16143.000000
24377.000000 -16143.000000
24377.000000 -16143.000000
24377.000000 -16143.000000
24377.000000 -16143.000000
24377.000000 -16143.000000
24377.000000 -16143.000000
24426.000000 -16263.000000
24426.000000 -16384.000000
24526.000000 -16624.000000
24526.000000 -16865.000000
24625.000000 -16986.000000
24675.000000 -17227.000000
24724.000000 -17347.000000
24774.000000 -17468.000000
24774.000000 -17468.000000
24774.000000 -17468.000000
24774.000000 -17468.000000
24923.000000 -17468.000000
25022.000000 -17227.000000
25072.000000 -16986.000000
25221.000000 -16865.000000
25270.000000 -16624.000000
25370.000000 -16504.000000
25370.000000 -16504.000000
25370.000000 -16504.000000
25370.000000 -16504.000000
25419.000000 -16504.000000
25419.000000 -16624.000000
25419.000000 -16745.000000
25419.000000 -16986.000000
25469.000000 -17227.000000
25519.000000 -17468.000000
25618.000000 -17588.000000
25717.000000 -17709.000000
25866.000000 -17709.000000
26015.000000 -17588.000000
26164.000000 -17468.000000
26313.000000 -17227.000000
26412.000000 -16865.000000
26561.000000 -16624.000000
26660.000000 -16384.000000
26760.000000 -16263.000000
26760.000000 -16263.000000
26809.000000 -16263.000000
26809.000000 -16384.000000
26909.000000 -16624.000000
27008.000000 -16745.000000
27107.000000 -16986.000000
27256.000000 -17227.000000
27405.000000 -17468.000000
27554.000000 -17588.000000
27753.000000 -17588.000000
28001.000000 -17588.000000
28249.000000 -17588.000000
28497.000000 -17347.000000
28646.000000 -17106.000000
28795.000000 -16986.000000
28795.000000 -16865.000000
28795.000000 -16745.000000
28646.000000 -16624.000000
28299.000000 -16624.000000
27703.000000 -16624.000000
27008.000000 -16745.000000
26015.000000 -16865.000000
24823.000000 -16986.000000
23483.000000 -17106.000000
22143.000000 -17227.000000
20951.000000 -17347.000000
19759.000000 -17347.000000
18568.000000 -17468.000000
17724.000000 -17468.000000
16930.000000 -17468.000000
16483.000000 -17468.000000
16483.000000 -17468.000000
16284.000000 -17347.000000
16483.000000 -17347.000000
17029.000000 -17227.000000
17823.000000 -17106.000000
18816.000000 -16986.000000
19958.000000 -16865.000000
21150.000000 -16865.000000
22391.000000 -16865.000000
23433.000000 -16986.000000
24128.000000 -16986.000000
24128.000000 -16986.000000
24327.000000 -17106.000000
23979.000000 -17106.000000
23086.000000 -17106.000000
21944.000000 -16986.000000
20603.000000 -16986.000000
19114.000000 -16986.000000
17724.000000 -17106.000000
16582.000000 -17106.000000
15490.000000 -17227.000000
14844.000000 -17347.000000
14844.000000 -17347.000000
14497.000000 -17468.000000
14596.000000 -17468.000000
15093.000000 -17468.000000
15986.000000 -17347.000000
16880.000000 -17227.000000
18022.000000 -17106.000000
19263.000000 -16986.000000
20455.000000 -16745.000000
21497.000000 -16504.000000
22341.000000 -16143.000000
22887.000000 -15781.000000
23185.000000 -15299.000000
23135.000000 -14817.000000
22788.000000 -14456.000000
22192.000000 -14095.000000
21497.000000 -13854.000000
20852.000000 -13733.000000
20107.000000 -13733.000000
19611.000000 -13854.000000
19213.000000 -14215.000000
19015.000000 -14817.000000
18965.000000 -15540.000000
19114.000000 -16504.000000
19313.000000 -17468.000000
19611.000000 -18552.000000
