x y
10937.487 -22882.568
10899.513 -22907.367
10879.94 -22916.824
10862.137 -22923.568
10878.193 -22919.332
10902.087 -22914.598
10921.982 -22918.164
10935.593 -22914.885
10926.72 -22901.113
10909.311 -22906.031
10889.451 -22910.793
10907.186 -22894.207
10924.429 -22876.688
10938.46 -22865.275
10943.451 -22850.434
10931.282 -22842.85
10936.8125 -22846.555
10938.961 -22846.496
10942.442 -22847.777
10969.081 -22839.918
10972.279 -22840.807
10991.942 -22846.232
11001.82 -22853.984
11015.745 -22864.361
11007.311 -22851.225
11005.432 -22850.668
10992.672 -22843.61
10991.67 -22841.48
10975.08 -22844.098
10945.11 -22866.787
10951.422 -22873.457
10963.976 -22889.254
10976.128 -22900.06
10983.729 -22897.324
11004.038 -22883.213
11025.35 -22885.47
11031.87 -22874.898
11011.887 -22875.63
11002.539 -22859.207
11014.392 -22856.135
11033.494 -22866.957
11038.984 -22864.697
11023.584 -22859.229
11011.866 -22874.984
11021.109 -22870.324
10993.034 -22877.053
10979.089 -22878.455
10968.674 -22876.488
10957.816 -22887.854
10960.664 -22870.443
10972.361 -22869.033
10997.693 -22866.62
11001.991 -22863.428
10996.708 -22854.164
10986.614 -22854.516
10970.783 -22850.145
10970.428 -22846.516
10959.849 -22845.229
10948.376 -22847.053
10948.145 -22853.924
10927.662 -22866.086
10939.276 -22868.836
10927.607 -22878.275
10900.327 -22894.844
10885.465 -22913.057
10860.658 -22937.297
10838.967 -22963.006
10831.411 -22962.082
10867.088 -22939.055
10878.678 -22915.217
10893.346 -22897.107
10910.977 -22886.143
10898.442 -22888.664
10913.589 -22895.092
10930.517 -22888.568
10947.631 -22886.967
10963.673 -22872.371
10984.887 -22866.719
10992.929 -22861.826
10990.496 -22858.29
11010.567 -22870.992
11014.649 -22885.668
11008.947 -22886.5
11013.976 -22888.139
11030.653 -22889.162
11028.187 -22891.826
11030.273 -22893.436
11032.15 -22882.834
11031.965 -22864.693
11022.785 -22860.67
10999.519 -22860.44
10974.741 -22855.064
10988.701 -22850.42
11002.149 -22852.082
11018.099 -22851.129
11018.189 -22849.273
11014.872 -22851.598
11017.361 -22848.27
11021.69 -22848.92
11033.602 -22866.41
11044.002 -22883.133
11040.137 -22892.08
11018.075 -22906.56
10995.567 -22907.742
10990.214 -22903.584
10995.502 -22908.49
10992.169 -22902.35
11006.288 -22896.934
11031.05 -22905.465
11025.768 -22907.223
11016.588 -22903.857
11019.371 -22905.602
10999.16 -22894.863
11002.688 -22871.035
11001.984 -22848.236
10998.8125 -22838.473
11003.516 -22828.523
11012.352 -22832.521
10999.08 -22832.375
10977.298 -22842.781
10998.221 -22843.312
11002.6875 -22840.812
10998.02 -22839.629
10977.862 -22842.682
10954.718 -22856.154
10930.537 -22871.084
10934.358 -22876.223
10952.955 -22883.053
10966.242 -22891.031
10970.767 -22892.102
10972.864 -22893.623
10972.252 -22905.594
10984.168 -22922.885
10991.423 -22935.227
10984.932 -22959.467
10967.93 -22956.893
10985.285 -22944.312
11004.672 -22933.229
11001.576 -22924.979
10982.909 -22910.166
10972.986 -22890.82
10974.803 -22877.121
10982.313 -22869.896
11001.063 -22872.756
11011.339 -22871.414
11017.026 -22877.135
11017.648 -22884.246
11015.702 -22884.783
10988.96 -22894.094
10999.943 -22889.115
10989.091 -22891.22
11000.405 -22881.4
11007.063 -22872.145
11026.295 -22880.47
11040.961 -22904.412
11037.639 -22908.002
11047.872 -22892.492
11059.876 -22889.41
11054.3545 -22885.475
11047.728 -22897.111
11036.385 -22901.592
11033.761 -22890.1
11032.862 -22886.604
11035.448 -22887.152
11026.897 -22900.053
11034.388 -22907.47
11038.733 -22920.768
11028.168 -22910.37
11034.841 -22895.578
11028.942 -22883.012
11008.933 -22875.729
10988.336 -22860.48
10976.249 -22857.3
10944.293 -22862.262
10951.007 -22865.16
10963.303 -22860.215
10984.466 -22858.285
11007.371 -22859.955
10986.525 -22866.01
10966.32 -22887.213
10951.747 -22897.371
10920.728 -22934.287
10886.826 -22944.928
10876.863 -22958.002
10875.312 -22928.953
10881.6045 -22904.736
10898.892 -22877.096
10923.846 -22863.053
10943.902 -22861.934
10967.615 -22873.578
10984.601 -22858.67
10997.611 -22845.816
11014.848 -22845.424
11030.6045 -22857.97
11048.371 -22865.86
11043.417 -22876.293
11051.728 -22880.215
11048.606 -22889.432
11039.486 -22909.94
11052.9795 -22940.924
11050.781 -22936.65
11052.66 -22925.55
11057.285 -22915.398
11057.802 -22906.48
11047.951 -22903.137
11027.613 -22901.889
10989.485 -22922.15
10966.603 -22919.82
10966.356 -22912.6
10973.656 -22886.062
10990.49 -22868.824
10988.672 -22858.494
10990.958 -22833.25
11000.059 -22823.75
10995.809 -22817.646
10986.931 -22814.713
10979.652 -22821.76
10995.97 -22826.957
11000.092 -22835.336
10995.4375 -22840.879
10998.607 -22846.916
10997.871 -22854.01
10997.002 -22855.84
10996.319 -22859.281
10995.405 -22854.709
10990.907 -22856.803
10984.247 -22862.7
10959.147 -22873.758
10962.119 -22870.732
10980.2705 -22873.412
10997.49 -22878.639
11007.516 -22876.549
11026.159 -22880.418
11035.16 -22880.625
11039.389 -22893.457
11000.655 -22917.79
10974.784 -22937.986
10953.965 -22924.469
10925.722 -22917.553
10919.745 -22909.621
10908.514 -22904.084
10920.819 -22890.143
10940.318 -22878.312
10952.005 -22878.941
10977.015 -22902.861
11006.194 -22902.316
11035.311 -22904.621
11051.132 -22901.635
11045.968 -22892.797
11027.683 -22880.568
11032.272 -22873.451
11043.847 -22875.152
11038.772 -22864.707
