x y
9388.796 -19255.23
9384.013 -19250.44
9369.769 -19247.281
9379.992 -19235.562
9398.772 -19236.432
9424.439 -19244.635
9408.77 -19249.783
9397.928 -19252.24
9378.674 -19248.637
9350.489 -19253.154
9362.975 -19253.389
9351.819 -19260.639
9364.463 -19252.797
9355.947 -19257.389
9331.857 -19258.152
9336.334 -19258.13
9336.62 -19256.062
9344.826 -19251.98
9342.486 -19250.559
9324.393 -19255.709
9301.954 -19255.12
9305.765 -19255.738
9325.677 -19249.357
9344.204 -19265.365
9358.078 -19270.277
9362.505 -19262.959
9359.163 -19262.438
9343.919 -19259.457
9349.822 -19253.89
9345.89 -19254.338
9334.164 -19253.904
9326.401 -19253.006
9319.671 -19251.918
9314.701 -19255.232
9330.232 -19260.418
9331.86 -19274.086
9321.236 -19282.066
9316.767 -19279.357
9308.72 -19276.387
9329.77 -19271.307
9321.772 -19276.854
9305.594 -19279.81
9303.841 -19271.86
9286.939 -19279.361
9292.644 -19282.736
9291.484 -19282.436
9296.87 -19277.729
9284.237 -19279.584
9274.259 -19278.688
9266.412 -19277.053
9268.6455 -19270.33
9251.344 -19265.484
9262.726 -19259.129
9279.642 -19251.418
9317.1 -19260.441
9328.668 -19260.377
9341.711 -19257.244
9348.585 -19267.992
9366.496 -19265.63
9365.385 -19262.51
9371.37 -19260.348
9380.77 -19253.13
9395.686 -19244.906
9413.125 -19245.8
9418.074 -19242.477
9427.056 -19247.86
9414.139 -19256.713
9399.1875 -19262.844
9398.976 -19259.783
9389.917 -19260.766
9386.619 -19257.082
9372.292 -19254.662
9371.85 -19243.543
9374.998 -19239.293
9377.547 -19246.229
9375.382 -19239.492
9378.919 -19237.05
9385.086 -19243.262
9407.192 -19264.52
9420.823 -19269.875
9434.876 -19267.312
9441.524 -19269.309
9457.828 -19269.867
9463.974 -19272.105
9463.177 -19267.262
9449.57 -19261.174
9429.266 -19263.207
9413.101 -19252.918
9395.893 -19240.785
9399.959 -19237.418
9388.632 -19240.723
9386.35 -19233.625
9384.289 -19240.441
9369.217 -19262.96
9357.695 -19269.348
9362.387 -19275.006
9370.969 -19270.742
9369.719 -19268.56
9366.665 -19265.223
9376.577 -19253.691
9388.297 -19244.523
9384.037 -19237.979
9375.143 -19234.139
9380.374 -19227.17
9360.121 -19231.613
9334.107 -19237.174
9307.819 -19252.209
9293.857 -19258.29
9273.149 -19268.904
9279.77 -19269.195
9292.745 -19271.176
9290.851 -19272.656
9283.706 -19277.43
9280.227 -19275.787
9283.147 -19271.47
9286.061 -19271.996
9308.357 -19273.807
9330.732 -19271.906
9340.882 -19267.398
9343.272 -19261.91
9339.555 -19251.908
9334.31 -19244.135
9331.315 -19238.098
9325.295 -19235.61
9325.401 -19234.072
